3660,-2384,676,-580,652,-616,632,-1788,660,-1768,680,-604,632,-584,660,-608,648,-576,668,-576,664,-580,660,-584,656,-588,656,-580,664,-580,664,-616,632,-612,632,-1780,668,-604,644,-572,660,-608,636,-616,628,-592,652,-616,632,-588,656,-584,660,-616,628,-1780,672,-1772,676,-604,640,-1776,664,-1760,636,-8664,3648,-2412,660,-592,652,-616,628,-1780,672,-1780,656,-616,628,-588,660,-608,636,-584,660,-616,628,-588,656,-612,636,-572,660,-584,660,-588,652,-616,636,-608,636,-1784,664,-588,652,-592,660,-584,660,-608,632,-580,664,-604,640,-616,632,-588,656,-612,632,-1780,668,-1780,660,-612,632,-1780,668,-1768,636,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,360,1300,360,430,1240,1300,360,1300,360,430,1240,430,1240,430,1240,430,1240,430,1240,430,1240,1270,7744,1300,360,1300,360,430,1240,430,1240,1300,360,430,1240,430,1240,430,1240,430,1240,430,1240,430,1240,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1300,","360,","1300,","360,","430,","1240,","1300,","360,","1300,","360,","430,","1240,","430,","1240,","430,","1240,","430,","1240,","430,","1240,","430,","1240,","1270,","7744,","1300,","360,","1300,","360,","430,","1240,","430,","1240,","1300,","360,","430,","1240,","430,","1240,","430,","1240,","430,","1240,","430,","1240,","430,","1240,","1300,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,-364,1284,-412,428,-1252,1300,-360,1300,-400,436,-1240,464,-1212,444,-1244,440,-1236,1280,-396,464,-1216,464,-8564,1336,-364,1284,-412,424,-1256,1276,-400,1284,-400,424,-1252,452,-1232,424,-1256,436,-1240,1300,-376,440,-1252,436,-8124,1300,-408,1280,-396,444,-1248,1276,-392,1284,-408,432,-1248,448,-1228,452,-1232,424,-1252,1280,-404,424,-1248,456,-8580,1304,-404,1280,-396,432,-1248,1276,-408,1280,-396,464,-1216,436,-1240,440,-1244,444,-1232,1280,-408,432,-1248,424, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
